,0,1,2,3,4,5,6,7,8,9
0,11557810.88,352.8968374,71865.17121,353.2403274,32.663159052303676,524.0790918,352.8968374,351.0,0.0,0.0
1,11557810.88,352.8968374,386061.15244331036,353.2403274,81.80039475,524.0790918,352.8968374,377.4471297465168,0.0,0.0
2,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
3,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,2766552.4184704134
4,11557810.88,352.8968374,71865.17121,353.2403274,33.39082871997411,524.0790918,352.8968374,351.0,0.0,0.0
5,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
6,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
7,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
8,11557810.88,352.8968374,71865.17121,353.2403274,43.60953525844204,524.0790918,352.8968374,383.7088974958237,0.0,0.0
9,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
10,11557810.88,351.6642698479877,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
11,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
12,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
13,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,1701.5040786646532,0.0
14,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
15,11557810.88,352.8968374,71865.17121,354.56462452557463,38.46647499694804,524.0790918,352.8968374,351.0,0.0,0.0
16,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,1781.258247501755,0.0
17,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
18,11557810.88,352.8968374,385253.37595494656,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
19,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
20,11557810.88,352.8968374,71865.17121,348.59163342084736,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
21,11557810.88,351.0403234493393,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
22,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
23,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,307.0107189183258,343.07909214153324,0.0,0.0
24,11557810.88,352.8968374,71865.17121,353.2403274,55.69435932639985,524.0790918,352.8968374,351.0,0.0,3187783.9565277454
25,11557810.88,353.53036886703165,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
26,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
