,true_value,impute_value
3135,297.4844369,297.4844369
3136,286.0375998,286.0375998
3137,282.1587918,282.1587918
3138,294.4469154,294.4469154
3139,298.6652731,298.6652731
3140,300.6614915,300.6614915
3141,297.0263336,297.0263336
3142,289.3855526,289.3855526
3143,304.4492571,304.4492571
3144,308.9036911,308.9036911
3145,321.6195436,460.42471871383157
3146,304.9608816,304.9608816
3147,313.0486772,313.0486772
3148,313.0690117,313.0690117
3149,317.647501,317.647501
3150,328.0925473,461.1872172237116
3151,336.5396639,336.53966390000005
3152,329.7600981,329.76009809999994
3153,321.3807967,321.3807967
3154,328.5125303,328.5125303
3155,320.3999195,320.3999195
3156,317.6637263,317.6637263
3157,329.3601162,329.3601162
3158,320.4324061,320.4324061
3159,324.6749786,324.6749786
3160,333.2470173,333.2470172999999
3161,331.4412975,331.4412975
3162,335.5558645,335.5558645
3163,349.2560476,349.2560476
3164,340.0325886,340.0325886
3165,328.5936691,328.5936691
3166,325.7374982,325.7374982
3167,320.6097164,320.6097164
3168,331.6523751,331.6523751
3169,325.7405341,465.2917010877465
3170,328.1504163,328.1504163000001
3171,329.6593767,329.65937669999994
3172,327.029886,327.029886
3173,345.7643933,345.7643933
3174,355.8827417,355.8827417
3175,347.474214,347.474214
3176,341.3147489,459.7624285380297
3177,359.6882913,359.6882913
3178,334.0097051,334.0097051
3179,328.021535,328.021535
3180,334.5316299,334.5316299
3181,346.7010366,346.7010366
3182,348.3736503,348.3736503
3183,352.1171162,352.1171162
3184,344.7757783,344.7757783
3185,351.4047837,351.4047837
3186,350.8316743,350.8316743
3187,344.7348554,344.7348554
3188,345.6008116,345.6008116
3189,331.0396209,467.0631323305715
3190,382.4393862,382.4393862
3191,329.7485747,329.7485747
3192,343.8363401,343.8363401
3193,334.6586505,334.6586505
3194,338.4620671,338.4620671
3195,328.040309,328.040309
3196,337.9526678,462.12621708709594
3197,359.1486903,359.1486903
3198,354.6934656,354.6934656
3199,350.9044765,350.9044765
3200,345.6443728,345.6443728
3201,332.8874574,332.8874574
3202,321.0267911,321.0267911
3203,327.2430482,466.6997116405256
3204,332.6695789,332.6695789
3205,335.8319012,335.83190119999995
3206,334.4781256,334.4781256
3207,336.9803137,336.9803137
3208,323.0119065,323.0119065
3209,321.4384404,321.4384404
3210,330.6309174,330.63091739999993
3211,334.5250051,334.5250051
3212,331.6026974,331.6026974
3213,328.8957127,328.8957127
3214,326.6974336,326.6974336
3215,322.2715218,460.2372813560339
3216,339.6162134,339.6162134
3217,339.2997043,339.2997043
3218,340.7882743,340.7882743
3219,343.6983025,343.6983025
3220,338.963088,338.963088
3221,331.5574995,331.55749949999995
3222,344.1374882,344.1374882
3223,341.6053849,341.6053849
3224,353.9883096,353.9883096
3225,341.681512,341.681512
3226,351.0836201,351.0836201
3227,321.8509976,321.8509976
3228,329.7300993,329.7300993
3229,322.5771013,322.5771013
3230,319.1188427,319.1188427
3231,322.91895,322.91895
3232,325.3826268,325.3826268
3233,312.5576706,312.5576706
3234,337.6358658,337.6358658
3235,343.333582,343.333582
3236,316.456089,316.456089
3237,317.7234499,317.7234499
3238,338.4934868,338.4934868
3239,342.9318578,342.9318578
3240,324.3294673,324.3294673
3241,318.5951188,318.5951188
3242,305.1086924,305.1086924
3243,326.3424635,326.3424635
3244,329.8009225,460.5899099365797
3245,337.9368179,458.8074275736266
3246,327.5225762,327.5225762
3247,310.3784093,310.3784093
3248,316.6269352,316.6269352
3249,328.1195809,328.1195809000001
3250,330.6000246,330.6000246
3251,335.9035187,335.90351869999995
3252,327.3010604,327.3010604
3253,318.2476392,318.2476392
3254,321.9311286,321.9311286
3255,318.3485714,318.3485714
3256,317.8905649,317.8905649
3257,348.4770372,348.4770372
3258,330.2513926,330.2513926
3259,327.0581148,327.0581148
3260,335.0716105,335.0716105
3261,323.9197264,323.9197264
3262,318.1705924,318.1705924
3263,323.2381279,463.03543072825994
3264,318.1982424,318.1982424
3265,330.2360222,330.2360222
3266,342.8306053,342.8306053
3267,340.4886563,340.4886563
3268,326.4243684,326.4243684
3269,330.423825,330.423825
3270,328.650298,328.650298
3271,336.6206766,336.6206766
3272,331.9308176,331.9308176
3273,334.0326626,334.0326626
3274,318.6742816,318.6742816
3275,317.4365476,317.4365476
3276,312.2574975,458.51267347896004
3277,320.3212166,320.3212166
3278,325.6739966,325.6739966
3279,317.3161939,317.3161939
3280,316.6093417,316.6093417
3281,345.1161381,345.1161381
3282,372.8325233,372.8325233
3283,324.8360878,324.8360878
3284,304.5760202,304.5760202
3285,301.4527334,301.4527334
3286,297.4878964,297.4878964
3287,310.5735203,310.5735203
3288,305.7916275,305.7916275
3289,295.3398359,295.3398359
3290,282.8856285,282.8856285
3291,281.7943238,281.7943238
3292,280.7060871,280.7060871
3293,282.9761965,282.9761965
3294,280.9032416,280.9032416
3295,269.7379197,269.7379197
3296,265.8828554,265.8828554
3297,268.7554742,457.2828046803292
3298,285.6395272,285.6395272
3299,277.3761311,277.3761311
3300,270.5140035,270.5140035
3301,273.7102479,273.7102479
3302,265.8690561,265.8690561
3303,252.641831,252.641831
3304,264.3902897,264.3902897
3305,264.6441445,264.6441445
3306,249.3079858,249.3079858
3307,247.4240124,247.4240124
3308,248.9990259,248.9990259
3309,240.6588736,240.6588736
3310,252.9151078,252.9151078
3311,251.967066,460.0370373616295
3312,258.0081253,258.0081253
3313,245.6014316,466.90899222795144
3314,242.5924121,242.5924121
3315,262.5209827,262.5209827
3316,248.5106038,248.5106038
3317,226.4699904,226.4699904
3318,218.986982,218.986982
3319,216.4249994,216.4249994
3320,212.7624133,212.7624133
3321,207.6624333,461.7601487328527
3322,210.0996192,210.0996192
3323,207.8797493,207.8797493
3324,210.3917271,459.4957339280634
3325,224.1591315,224.1591315
3326,220.4050158,220.4050158
3327,205.6615615,205.6615615
3328,217.4967649,217.4967649
3329,206.0289536,206.0289536
3330,198.0652242,198.0652242
3331,214.3973912,214.3973912
3332,191.355098,191.355098
3333,200.6753014,200.6753014
3334,198.9236251,198.9236251
3335,187.6419456,187.6419456
3336,176.4924695,176.4924695
3337,182.7470251,182.7470251
3338,178.9164777,178.9164777
3339,179.1346334,179.1346334
3340,186.3405728,186.3405728
3341,186.6059057,186.6059057
3342,179.0380706,179.0380706
3343,180.345516,180.345516
3344,178.7816005,178.7816005
3345,177.4260886,177.4260886
3346,183.4671685,183.4671685
3347,175.0266578,175.0266578
3348,176.150511,176.150511
3349,187.2596904,187.2596904
3350,168.5753417,462.7154662658011
3351,177.2939354,460.09376068916197
3352,176.1374156,459.77221338397646
3353,179.8452867,179.8452867
3354,174.6985672,174.6985672
3355,170.6550034,170.6550034
3356,165.905363,165.905363
3357,170.2724873,170.2724873
3358,165.4250594,165.4250594
3359,155.4258124,155.4258124
3360,159.8559408,159.8559408
3361,161.0544081,161.0544081
3362,152.138592,152.138592
3363,156.6731379,156.6731379
3364,159.5711713,159.5711713
3365,159.2284029,159.2284029
3366,167.9082917,167.9082917
3367,165.2343359,165.2343359
3368,176.2406665,176.2406665
3369,250.6730767,250.6730767
3370,215.1440327,215.1440327
3371,186.6852102,186.6852102
3372,169.8831146,169.8831146
3373,165.9569936,165.9569936
3374,169.0493935,461.1138884370283
3375,181.7866966,181.7866966
3376,182.3267015,463.080786367119
3377,164.7676182,164.7676182
3378,158.2217633,459.58276149907215
3379,154.0937952,154.0937952
3380,153.9038851,153.9038851
3381,165.5182439,165.5182439
3382,167.1225725,167.1225725
3383,169.5523368,169.5523368
3384,167.80778,167.80778
3385,163.5185965,163.5185965
3386,162.529274,162.529274
3387,171.2178701,171.2178701
3388,172.5964992,172.5964992
3389,171.1314447,171.1314447
3390,174.1851844,174.1851844
3391,175.3168819,175.3168819
3392,178.6294267,178.6294267
3393,184.6731683,184.6731683
3394,211.2733983,211.2733983
3395,188.0102322,188.0102322
3396,184.8614028,184.8614028
3397,185.8794379,185.8794379
3398,187.9080989,187.9080989
3399,209.465546,209.46554599999996
3400,208.7340375,208.7340375
3401,194.5428727,194.5428727
3402,199.7524557,199.7524557
3403,204.45506,204.45506
3404,204.2165728,204.2165728
3405,215.246559,215.246559
3406,209.0520388,209.0520388
3407,220.3412741,220.3412741
3408,217.2663583,217.2663583
3409,228.9363195,228.9363195
3410,237.0389934,460.82563838702043
3411,242.4486892,465.5274870961046
3412,240.6976004,240.6976004
3413,239.6392974,239.6392974
3414,240.7693471,240.7693471
3415,240.7106311,240.7106311
3416,252.0955775,252.0955775
3417,260.6698986,260.6698986
3418,253.7192444,253.7192444
3419,263.9827659,263.9827659
3420,260.7952859,260.7952859
3421,276.6704433,276.6704433
3422,285.4805723,285.4805723
3423,292.1760331,292.1760331
3424,291.321256,291.321256
3425,301.1241169,301.1241169
3426,294.1992128,294.1992128
3427,296.0729036,296.0729036
3428,303.267971,303.267971
3429,299.2914205,299.2914205
3430,298.5936898,298.5936898
3431,308.2093246,308.2093246
3432,319.2158391,462.0187564554336
3433,323.0456554,323.0456554
3434,342.745078,342.745078
3435,332.2377794,332.2377794
3436,327.8774726,327.87747260000003
3437,330.0412294,330.0412294
3438,316.9050608,316.9050608
3439,317.6224139,317.6224139
3440,326.9604278,326.9604278
3441,328.5019722,328.5019722
3442,316.8837903,316.8837903
3443,317.7034307,317.7034307
3444,312.1010282,312.1010282
3445,318.0070106,318.0070106
3446,331.3159803,331.3159803
3447,334.5216776,334.5216776
3448,339.5973262,339.5973262
3449,330.0978628,330.0978628
3450,329.4181733,329.4181733
3451,330.6616929,330.6616929
3452,340.3536819,340.3536819
3453,335.9458109,335.9458109
3454,333.4240365,333.4240365
3455,326.4821219,326.4821219
3456,338.6731974,338.67319739999994
3457,335.3537252,335.3537252
3458,345.3526965,345.3526965
3459,351.412136,467.05446986401273
3460,338.8492974,338.8492974
3461,344.3250251,466.57944437225655
3462,328.8768573,328.8768573
3463,326.5982854,326.5982854
3464,342.6775671,465.92242074589075
3465,362.0900142,362.0900142
3466,334.9682357,334.9682357
3467,352.6641707,352.6641707
3468,336.0422918,461.7527525404753
3469,337.7815341,337.7815341
3470,336.4044486,467.39020519582107
3471,334.3067751,334.3067751
3472,324.2959234,324.2959234
3473,326.4324241,464.32990828909806
3474,328.2757366,328.2757366
3475,327.2552228,327.2552228
3476,341.9748224,466.4775956375343
3477,341.7503169,341.7503169
3478,343.2166415,343.2166415
3479,354.2145226,354.2145226
3480,340.0524534,340.0524534
3481,343.6794907,343.6794907
3482,354.0876398,354.0876398
3483,346.5494617,463.39344097407644
3484,354.6838241,354.6838241
3485,346.6966687,346.6966687
3486,335.9363734,335.9363734
3487,343.9254584,343.9254584
3488,335.5619682,335.5619682
3489,335.3910667,335.3910667
3490,345.563395,345.563395
3491,342.773585,342.773585
3492,352.4013922,352.4013922
3493,361.4392703,456.9217150859353
3494,349.4183922,349.4183922
3495,351.2480358,351.2480358
3496,343.8398148,343.8398148
3497,341.2197478,341.2197478
3498,350.9359579,350.9359579
3499,344.4505942,344.4505942
3500,356.1933526,356.1933526
3501,346.3421558,346.3421558
3502,355.0788431,355.0788431
3503,343.982296,343.982296
3504,352.1078609,352.1078609
3505,362.9021959,362.9021959
3506,359.4483138,359.4483138
3507,361.4474182,361.4474182
3508,366.3462989,366.3462989
3509,360.9299794,360.9299794
3510,363.8269629,363.8269629
3511,374.3256556,374.3256556
3512,366.9173099,366.9173099
3513,359.4211186,359.4211186
3514,350.106479,350.106479
3515,356.2512382,356.2512382
3516,359.0057298,458.6764545327335
3517,369.0883087,369.0883087
3518,371.384151,371.384151
3519,357.9150476,357.9150476
3520,360.2174753,461.62638413296884
3521,359.8838615,465.80177935115904
3522,355.5974208,355.5974208
3523,360.6921238,360.6921238
3524,362.0228552,362.0228552
3525,360.0787038,360.0787038
3526,367.5540239,367.5540239
3527,359.7928139,359.7928139
3528,364.9443517,364.9443517
3529,377.0936215,377.0936215
3530,387.3843703,387.3843703
3531,377.8006855,377.8006855
3532,376.7348189,376.7348189
3533,374.0125821,374.0125821
3534,386.5870574,386.5870574
3535,390.8302592,390.8302592
3536,386.499089,386.499089
3537,385.6478916,385.6478916
3538,388.5869275,388.5869275
3539,391.4785966,391.4785966
3540,388.9250736,388.9250736
3541,419.3275988,419.3275988
3542,398.266425,398.266425
3543,382.3723656,382.3723656
3544,381.430516,381.430516
3545,394.647925,394.647925
3546,398.3754236,398.3754236
3547,390.7622843,390.7622843
3548,382.4628416,382.4628416
3549,388.5501561,388.5501561
3550,387.1696585,463.648883011204
3551,386.7630243,386.7630243
3552,387.2788121,387.2788121
3553,390.7578797,390.7578797
3554,381.6976125,381.6976125
3555,373.3336445,373.3336445
3556,372.7508631,372.7508631
3557,390.6886063,462.51697778787536
3558,384.3698694,384.3698694
3559,380.2802505,380.2802505
3560,374.6614434,374.6614434
3561,371.6654825,371.6654825
3562,371.2341053,371.2341053
3563,357.3898822,357.3898822
3564,360.7889044,360.7889044
3565,357.9778876,357.9778876
3566,352.2738789,352.2738789
3567,355.9049273,355.9049273
3568,349.1174836,349.1174836
3569,343.1771611,343.1771611
3570,341.9815208,341.9815208
3571,329.4418728,329.4418728
3572,314.1747433,314.1747433
3573,310.8174503,310.8174503
3574,312.0151027,312.0151027
3575,301.2105161,301.2105161
3576,302.6090835,302.6090835
3577,311.9059014,311.9059014
3578,305.4309696,305.4309696
3579,293.9531295,293.9531295
3580,282.8371251,282.8371251
3581,271.2856797,271.2856797
3582,315.9394652,470.8083684535672
3583,272.453872,272.453872
3584,263.9860679,263.9860679
3585,260.404073,260.404073
3586,243.036545,243.036545
3587,257.1867986,257.1867986
3588,254.390937,254.390937
3589,253.8581077,253.8581077
3590,252.4260222,252.4260222
3591,245.5357293,245.5357293
3592,237.7290702,237.7290702
3593,230.9618496,230.9618496
3594,237.4559748,237.4559748
3595,232.948126,232.948126
3596,232.8685147,232.8685147
3597,225.2844981,225.2844981
3598,227.4675509,227.4675509
3599,211.4274203,211.4274203
3600,215.5476407,215.5476407
3601,210.2999654,210.29996539999996
3602,207.2059528,207.20595279999998
3603,210.5630748,457.66801104208594
3604,201.0398875,201.0398875
3605,204.7455939,204.7455939
3606,207.4482007,207.4482007
3607,189.9053863,189.9053863
3608,185.0401437,185.0401437
3609,183.0583985,183.0583985
3610,177.7251533,458.5959597853421
3611,179.147809,463.3015209800943
3612,191.0511861,191.0511861
3613,183.185262,183.185262
3614,173.4136126,173.4136126
3615,176.9733168,176.9733168
3616,178.8687339,178.8687339
3617,177.9002488,177.9002488
3618,188.0775434,188.0775434
3619,175.0273056,175.0273056
3620,170.3967342,170.3967342
3621,175.3221706,175.3221706
3622,168.1085023,168.1085023
3623,178.6013317,178.6013317
3624,189.8475671,189.8475671
3625,184.0286299,184.0286299
3626,176.6638029,176.6638029
3627,162.1218106,162.1218106
3628,162.418465,162.418465
3629,173.9717785,173.9717785
3630,172.4566135,172.4566135
3631,171.6621577,171.6621577
3632,170.1533028,170.1533028
3633,161.3153299,460.17281648862
3634,161.9086663,161.9086663
3635,176.439334,176.439334
3636,188.5139664,467.39429180795173
3637,174.6692698,460.62910687828406
3638,175.8909508,175.8909508
3639,168.0022315,168.0022315
3640,164.1615229,164.1615229
3641,178.2751658,178.2751658
3642,165.6993268,165.6993268
3643,162.3003954,162.3003954
3644,157.9935976,457.54080804477815
3645,156.5477298,156.5477298
3646,157.7489876,157.7489876
3647,172.9000337,172.9000337
3648,167.7040651,167.7040651
3649,163.1990339,163.1990339
3650,163.5937058,163.5937058
3651,161.5702078,161.5702078
3652,175.7778977,175.7778977
3653,190.3534405,190.3534405
3654,207.4471799,207.44717989999998
3655,212.2761761,212.2761761
3656,214.9680032,214.9680032
3657,201.6078283,201.6078283
3658,206.0698296,206.0698296
3659,233.0855044,233.0855044
3660,225.0378852,225.0378852
3661,208.6350375,208.6350375
3662,230.5650269,230.5650269
3663,225.5817977,225.5817977
3664,244.4807669,244.4807669
3665,312.6257775,312.6257775
3666,270.4254067,270.4254067
3667,256.4617928,256.4617928
3668,266.6219314,266.6219314
3669,292.0399262,292.0399262
3670,289.5979043,467.75448925462695
3671,312.5932001,312.5932001
3672,322.5637861,322.5637861
3673,332.7128814,332.7128814
3674,350.4010718,350.4010718
3675,379.6679109,379.6679109
3676,395.1633874,395.1633874
3677,405.0735209,405.0735209
3678,434.6522199,434.6522199
3679,435.9278865,435.9278865
3680,451.6758723,451.6758723
3681,470.6289171,470.6289171
3682,509.746691,509.746691
3683,519.9454712,519.9454712
3684,535.3434453,535.3434453
3685,573.7175425,573.7175425
3686,592.4341286,592.4341286000001
3687,609.7881862,609.7881862
3688,640.4544396,640.4544396
3689,681.5151572,681.5151572
3690,681.6727163,681.6727163
3691,722.6157491,722.6157491
3692,741.2122394,741.2122394
3693,720.8606292,720.8606292
3694,774.9866432,774.9866432
3695,795.6795615,795.6795615
3696,783.2086734,783.2086734
3697,776.5565145,465.91444897434
3698,783.4177647,783.4177647
3699,789.6515629,789.6515629
3700,831.5516351,831.5516351
3701,803.3867717,803.3867717
3702,796.1937459,796.1937459
3703,792.0325257,792.0325257
3704,814.2327071,814.2327071
3705,846.9352767,846.9352767
3706,864.286322,864.286322
3707,863.086702,466.1547820581675
3708,858.1893781,858.1893781
3709,872.4651762,872.4651762
3710,855.2233198,855.2233198
3711,847.9877771,847.9877771
3712,864.0617476,864.0617476
3713,846.1859986,846.1859986
3714,857.9817477,857.9817477
3715,865.6430981,865.6430981
3716,876.3818382,876.3818382
3717,880.8000115,466.23294570990686
3718,877.6582067,877.6582067
3719,899.6508647,899.6508647
3720,891.9649035,891.9649035
3721,894.0753021,894.0753021
3722,899.1460836,899.1460836
3723,891.2249619,891.2249619
3724,867.6435568,867.6435568
3725,870.4069991,870.4069991
3726,889.4490148,889.4490148
3727,891.7652264,891.7652264
3728,900.8241813,900.8241813
3729,915.892996,915.892996
3730,916.673143,916.673143
3731,926.249599,461.97012001528657
3732,899.9024352,899.9024352
3733,888.0315346,888.0315346
3734,856.9246327,856.9246327
3735,865.9700361,865.9700361
3736,869.1456696,869.1456696
3737,885.262259,885.262259
3738,870.252468,870.252468
3739,891.7000425,891.7000425
3740,902.7801695,902.7801695
3741,889.729617,467.5486909211998
3742,905.7751249,905.7751249
3743,922.1620673,922.1620673
3744,922.8852127,922.8852127
3745,911.3799124,911.3799124
3746,889.9052383,889.9052383
3747,908.5099838,465.61454344607205
3748,916.9558235,916.9558235
3749,891.4151837,463.835082873779
3750,882.765378,882.765378
3751,905.4637821,905.4637821
3752,901.7882028,901.7882028
3753,905.4148043,905.4148043
3754,975.2460341,975.2460341
3755,959.785642,959.785642
3756,948.2373097,948.2373097
3757,924.9004705,924.9004705
3758,913.9122416,462.6119483514762
3759,920.1339533,460.9470855925949
3760,925.395396,925.395396
3761,927.9690719,459.63122526546726
3762,899.1433294,466.13765857776065
3763,894.3782421,894.3782421
3764,899.0366747,899.0366747
3765,918.7314023,918.7314023
3766,918.3065213,460.00025785245316
3767,909.5493623,909.5493623
3768,894.8418951,894.8418951
3769,902.4177045,902.4177045
3770,882.9100672,882.9100672
3771,879.4637607,879.4637607
3772,875.3053731,875.3053731
3773,886.317203,886.317203
3774,878.2372779,878.2372779
3775,870.3905754,870.3905754
3776,853.0746731,463.6211400950491
3777,838.1199244,838.1199244
3778,823.203573,823.203573
3779,819.0177362,819.0177362
3780,796.0186573,796.0186573
3781,802.22452,802.22452
3782,801.825436,464.13467183350167
3783,806.5188404,464.67822002584376
3784,806.6798691,806.6798691
3785,769.081664,769.081664
3786,780.0307176,458.0002928988542
3787,754.0226189,754.0226189
3788,737.2511122,737.2511122
3789,722.7865922,722.7865922
3790,692.9653416,692.9653416
3791,679.6958866,679.6958866
3792,683.6681776,683.6681776
3793,699.3298987,463.2977797154676
3794,657.9557341,657.9557341
3795,668.0929083,668.0929083
3796,621.8004379,621.8004379
3797,612.6618897,612.6618897
3798,590.2116696,590.2116696
3799,564.1300347,564.1300347
3800,578.5395176,578.5395176
3801,584.7834626,584.7834626
3802,561.0007443,561.0007443
3803,531.2272909,531.2272909
3804,536.5310966,536.5310966
3805,525.5148357,466.04763799505054
3806,492.3777394,492.3777394
3807,487.0590155,487.0590155
3808,467.8990048,462.4683701266869
3809,468.140772,468.140772
3810,463.009676,463.009676
3811,457.3363324,457.3363324
3812,455.8345861,455.8345861
3813,450.5549456,450.5549456
3814,454.9801718,454.9801718
3815,446.9625233,446.9625233
3816,447.5034753,447.5034753
3817,437.7460769,437.7460769
3818,458.0939327,458.0939327
3819,445.5504762,445.5504762
3820,421.9521388,421.9521388
3821,415.3084046,415.3084046
3822,424.1800691,424.1800691
3823,417.5110991,417.5110991
3824,421.3742367,421.3742367
3825,435.168496,435.168496
3826,435.9351635,435.9351635
3827,421.6505598,421.6505598
3828,437.9370993,437.9370993
3829,431.3191664,431.3191664
3830,429.9595834,429.9595834
3831,443.6726925,443.6726925
3832,434.0868112,434.0868112
3833,452.6114731,452.6114731
3834,467.2590333,467.2590333
3835,456.0733157,456.0733157
3836,466.6330988,466.6330988
3837,474.6580539,474.6580539
3838,457.9795423,457.9795423
3839,458.6016475,458.6016475
3840,452.0193852,452.0193852
3841,425.5528666,425.5528666
3842,432.5384569,432.5384569
3843,422.8608994,422.8608994
3844,436.1753056,436.1753056
3845,437.8383635,437.8383635
3846,424.7990999,424.7990999
3847,402.74797,402.74797
3848,404.6359663,404.6359663
3849,389.1761366,389.1761366
3850,386.8326629,458.83588996374823
3851,375.8590686,375.8590686
3852,374.0428439,374.0428439
3853,370.1972038,460.5997235614851
3854,405.0108691,456.86732285405486
3855,357.450997,357.450997
3856,346.8128039,346.8128039
3857,341.0794374,341.0794374000001
3858,330.7886621,330.7886621
3859,328.7997427,328.7997427
3860,338.4353114,338.43531139999993
3861,325.7608922,325.7608922
3862,313.9890223,313.9890223
3863,298.4189054,298.4189054
3864,298.8216387,298.8216387
3865,301.1869333,301.1869333
3866,341.5657452,341.5657451999999
3867,306.2065018,306.2065018
3868,296.1557498,296.1557498
3869,287.7543461,287.7543461
3870,274.9229766,274.9229766
3871,274.1298902,274.1298902
3872,272.7424476,272.7424476
3873,260.1621598,260.1621598
3874,250.8373128,250.8373128
3875,248.5944904,248.5944904
3876,248.9571159,248.9571159
3877,249.9376261,249.9376261
3878,272.8299557,272.8299557
3879,260.6718709,260.6718709
3880,263.984327,263.984327
3881,258.287885,258.287885
3882,266.0092474,266.0092474
3883,271.7645786,271.7645786
3884,260.0099432,260.0099432
3885,256.5805395,256.5805395
3886,224.2577621,457.2215918352446
3887,224.9259975,224.9259975
3888,216.7767495,216.7767495
3889,213.8714914,213.8714914
3890,183.8170781,183.8170781
3891,186.7702463,186.7702463
3892,200.1930283,200.1930283
3893,201.3182948,201.3182948
3894,201.4752983,201.4752983
3895,210.4863565,210.4863565
3896,185.6724035,185.6724035
3897,196.6157181,196.6157181
3898,190.9515488,190.9515488
3899,191.841352,191.841352
3900,193.569288,193.569288
3901,195.8498265,195.8498265
3902,195.6535126,195.6535126
3903,191.2888905,191.2888905
3904,190.2241764,190.2241764
3905,194.4769239,194.4769239
3906,181.8308327,181.8308327
3907,194.677351,194.677351
3908,191.7873291,457.58717094719054
3909,180.2131869,180.2131869
3910,178.3999076,178.3999076
3911,166.8951814,166.8951814
3912,168.4656354,168.4656354
3913,181.5649812,181.5649812
3914,173.6126883,173.6126883
3915,173.1910992,173.1910992
3916,170.2256582,170.2256582
3917,168.8169627,168.8169627
3918,166.546092,166.546092
3919,176.0133718,176.0133718
3920,170.3590138,170.3590138
3921,180.0037764,180.0037764
3922,167.8672564,167.8672564
3923,166.3247041,166.3247041
3924,167.1095468,167.1095468
3925,185.9936978,185.9936978
3926,175.6773996,175.6773996
3927,176.6011957,176.6011957
3928,181.7149854,181.7149854
3929,172.1595168,172.1595168
3930,175.288952,175.288952
3931,185.4199132,185.4199132
3932,177.7883273,177.7883273
3933,176.8377515,176.8377515
3934,176.6314313,176.6314313
3935,172.3572022,172.3572022
3936,172.5479794,172.5479794
3937,192.3070155,192.3070155
3938,174.3288113,174.3288113
3939,175.9887453,175.9887453
3940,193.5686741,193.5686741
3941,185.2780042,185.2780042
3942,201.140051,201.140051
3943,219.2681003,219.2681003
3944,223.7646717,223.7646717
3945,214.3282522,214.3282522
3946,216.3671974,216.3671974
3947,230.188705,230.188705
3948,238.1269343,462.46880181106695
3949,255.7111495,255.7111495
3950,256.2302527,256.2302527
3951,261.4439951,261.4439951
3952,276.0030843,464.665586062989
3953,291.0603743,470.2462866118436
3954,302.275362,302.275362
3955,313.763294,313.763294
3956,329.5334786,329.5334786000001
3957,346.401683,346.401683
3958,372.5595902,372.5595902
3959,389.9159379,459.08845410500913
3960,432.5672234,432.5672234
3961,439.9725775,439.9725775
3962,459.9243275,459.9243275
3963,483.5568461,483.5568461
3964,504.2835505,504.2835505
3965,566.5875926,566.5875926
3966,575.078548,575.078548
3967,604.0139477,604.0139477
3968,611.3615773,611.3615773
3969,655.67644,459.94972200103405
3970,652.6707973,652.6707973
3971,655.1473229,655.1473229
3972,714.9571744,714.9571744
3973,705.1804016,705.1804016
3974,734.8338001,734.8338001
3975,787.4760991,787.4760991
3976,809.7623698,809.7623698
3977,760.0560533,760.0560533
3978,770.6818908,465.36252610502584
3979,800.3230857,800.3230857
3980,772.0296838,462.5419291450396
3981,759.3738482,759.3738482
3982,765.3572674,765.3572674
3983,803.4247655,803.4247655
3984,795.2424525,795.2424525
3985,817.0217855,817.0217855
3986,831.253877,831.253877
3987,865.9524779,865.9524779
3988,870.3962988,870.3962988
3989,871.4713682,871.4713682
3990,857.4810128,857.4810128
3991,846.8727667,846.8727667
3992,824.8440775,824.8440775
3993,865.931379,865.931379
3994,857.0912889,857.0912889
3995,866.7663903,457.150622923172
3996,883.8126283,883.8126283
3997,863.4839581,863.4839581
3998,873.6847445,873.6847445
3999,889.8604178,889.8604178
4000,900.5983158,900.5983158
4001,899.7968341,899.7968341
4002,900.411088,900.411088
4003,906.6986163,906.6986163
4004,920.0948647,920.0948647
4005,906.4678086,906.4678086
4006,914.7443631,914.7443631
4007,900.0628132,900.0628132
4008,896.3883617,896.3883617
4009,902.245464,902.245464
4010,906.7627648,906.7627648
4011,892.4640194,892.4640194
4012,903.5866024,903.5866024
4013,883.7846713,883.7846713
4014,904.3680927,904.3680927
4015,886.5883701,886.5883701
4016,892.7209842,892.7209842
4017,909.8967491,909.8967491
4018,898.9341456,898.9341456
4019,909.8072652,909.8072652
4020,899.4294368,899.4294368
4021,885.355655,885.355655
4022,871.9387776,871.9387776
4023,868.1113763,457.0612642565112
4024,879.136398,879.136398
4025,891.148334,891.148334
4026,946.3969381,946.3969381
4027,891.7200121,891.7200121
4028,899.5332794,899.5332794
4029,928.4592829,928.4592829
4030,934.9824463,458.2534901772057
4031,947.6750557,947.6750557
4032,913.3393916,913.3393916
4033,914.4395107,914.4395107
4034,929.7485445,929.7485445
4035,918.1940101,918.1940101
4036,944.6073585,944.6073585
4037,939.3188419,463.7764889139332
4038,938.6599954,938.6599954
4039,934.6111443,934.6111443
4040,940.5765364,940.5765364
4041,961.1859086,961.1859086
4042,965.2567981,965.2567981
4043,946.6246017,946.6246017
4044,940.8263373,940.8263373
4045,953.8034749,953.8034749
4046,953.093665,953.093665
4047,907.7618719,907.7618719
4048,930.635695,930.635695
4049,932.6221409,932.6221409
4050,942.078133,942.078133
4051,934.7871273,934.7871273
4052,925.5040281,925.5040281
4053,911.1476926,460.89018959131033
4054,860.0882621,465.045756106979
4055,872.2152867,872.2152867
4056,859.771188,859.771188
4057,864.9924678,864.9924678
4058,878.203316,878.203316
4059,853.088161,853.088161
4060,904.9434897,904.9434897
4061,869.9032259,869.9032259
4062,857.2509626,857.2509626
4063,870.8186206,870.8186206
4064,846.6861702,846.6861702
4065,811.6303647,811.6303647
