,true_value,impute_value
528,192.8236021,192.8236021
529,202.7383612,463.2511578024272
530,194.4605123,194.4605123
531,198.4128596,198.4128596
532,208.8484361,208.84843609999996
533,185.3654754,465.97574815630054
534,177.7839315,177.7839315
535,180.5326331,180.5326331
536,186.41584,186.41584
537,188.8256044,188.8256044
538,222.1939424,222.1939424
539,184.2209125,458.7182991386352
540,185.9918666,185.9918666
541,184.3714365,184.3714365
542,189.3978673,189.3978673
543,202.5400759,202.5400759
544,205.0735487,205.0735487
545,222.1173542,222.1173542
546,208.7242527,208.72425269999997
547,217.9548548,217.9548548
548,219.7807157,219.7807157
549,250.992249,250.992249
550,274.0400358,274.0400358
551,273.8299665,273.8299665
552,290.5705453,290.5705453
553,289.9329262,289.9329262
554,301.199293,301.199293
555,319.7377738,319.7377738
556,333.0294751,333.0294751
557,343.6634901,343.6634901
558,347.1571726,347.1571726
559,367.4458554,367.4458554
560,391.7358747,391.7358747
561,435.6802864,435.6802864
562,474.2232744,474.2232744
563,487.3137541,487.3137541
564,484.7846209,463.91462791553437
565,491.9596997,491.9596997
566,512.0762341,512.0762341
567,542.8531535,542.8531535
568,556.5405171,556.5405171
569,592.8493863,592.8493863000001
570,601.1457896,601.1457896
571,611.9684579,611.9684579
572,651.8263743,651.8263743
573,708.0886356,466.72371329205384
574,720.100805,460.5775637633116
575,749.9190884,749.9190884
576,794.2913136,794.2913136
577,797.603738,797.603738
578,773.0603209,773.0603209
579,758.0829148,758.0829148
580,810.7045571,810.7045571
581,795.0025018,795.0025018
582,750.5356954,458.92121957619565
583,762.5187479,762.5187479
584,788.3853239,788.3853239
585,825.3271379,825.3271379
586,835.7327654,835.7327654
587,869.0226097,869.0226097
588,869.3455266,466.0958427508176
589,840.4080662,840.4080662
590,827.5585715,827.5585715
591,848.1188685,848.1188685
592,854.5710766,463.11641471794866
593,891.1218419,891.1218419
594,930.936146,930.936146
595,962.8582207,962.8582207
596,901.2063177,459.78084707157655
597,978.0796523,978.0796523
598,923.0333256,923.0333256
599,912.5490441,912.5490441
600,920.4817055,920.4817055
601,902.3847784,902.3847784
602,892.4080634,892.4080634
603,921.692727,921.692727
604,929.5813215,929.5813215
605,964.6452776,964.6452776
606,899.1781926,899.1781926
607,926.8977823,926.8977823
608,951.9893277,951.9893277
609,920.6407956,464.9101496537405
610,908.4855937,908.4855937
611,894.231899,894.231899
612,897.809387,897.809387
613,901.1144644,901.1144644
614,900.1463081,900.1463081
615,903.62252,903.62252
616,893.7999306,893.7999306
617,911.5200509,911.5200509
618,890.3285989,890.3285989
619,888.8487183,888.8487183
620,859.6946238,859.6946238
621,887.6057791,887.6057791
622,893.1453707,893.1453707
623,910.2068759,910.2068759
624,914.1128967,456.9491702125036
625,879.5032853,879.5032853
626,915.9273487,915.9273487
627,911.6412166,911.6412166
628,931.100832,931.100832
629,963.7841198,963.7841198
630,914.0950106,914.0950106
631,922.2009894,922.2009894
632,948.0938255,948.0938255
633,947.9843056,947.9843056
634,954.667767,954.667767
635,929.9352638,929.9352638
636,899.3666524,899.3666524
637,908.9459465,461.06499298625323
638,957.3943361,957.3943361
639,928.8693238,928.8693238
640,937.4859444,937.4859444
641,961.7988071,462.6899393294636
642,946.7211514,946.7211514
643,949.779218,949.779218
644,937.8586365,937.8586365
645,923.7824441,923.7824441
646,904.7239134,904.7239134
647,898.5672547,464.3505428024622
648,905.0203788,905.0203788
649,894.2779328,461.609778673818
650,902.0153556,902.0153556
651,977.8825637,462.399070394217
652,983.0517672,983.0517672
653,917.8886453,917.8886453
654,924.7182827,924.7182827
655,886.0657463,886.0657463
656,904.5558693,904.5558693
657,866.9124252,866.9124252
658,878.3383243,878.3383243
659,888.7185841,888.7185841
660,904.4250827,904.4250827
661,872.9480622,872.9480622
662,872.377054,872.377054
663,893.6807194,893.6807194
664,848.7004813,848.7004813
665,801.1710447,801.1710447
666,807.4356388,807.4356388
667,818.4820616,818.4820616
668,797.9047678,797.9047678
669,805.5351329,805.5351329
670,821.0344337,821.0344337
671,803.1792915,803.1792915
672,761.5666387,761.5666387
673,767.4215627,767.4215627
674,715.9813391,715.9813391
675,704.493318,704.493318
676,719.6866429,719.6866429
677,709.2527678,709.2527678
678,691.5024321,691.5024321
679,684.8334131,684.8334131
680,641.5756768,641.5756768
681,628.5854974,628.5854974
682,609.4560404,609.4560404
683,591.6920593,591.6920593
684,586.0421405,586.0421405
685,566.5588849,566.5588849
686,557.8783393,557.8783393
687,559.1350253,559.1350253
688,536.9749947,460.8668498558315
689,532.0665317,532.0665317
690,505.8164209,505.8164209
691,499.3215686,499.3215686
692,480.4062842,464.76245603786185
693,483.3909719,483.3909719
694,481.5236206,481.5236206
695,480.9884588,480.9884588
696,477.8470728,459.5008278037474
697,480.7499504,480.7499504
698,469.5482001,469.5482001
699,450.2439345,450.2439345
700,448.6974112,448.6974112
701,448.9157902,448.9157902
702,461.7381486,461.7381486
703,483.7517611,483.7517611
704,469.9244823,469.9244823
705,458.9110812,458.9110812
706,445.8819493,445.8819493
707,434.8133862,434.8133862
708,444.4292723,444.4292723
709,459.2788614,459.2788614
710,455.1233571,455.1233571
711,451.3854374,451.3854374
712,439.3095473,457.25595391189296
713,438.2326407,438.2326407
714,432.8038763,432.8038763
715,447.7837584,447.7837584
716,443.1254363,443.1254363
717,443.25307,443.25307
718,452.9288826,452.9288826
719,447.1502197,447.1502197
720,447.312238,447.312238
721,470.908603,460.7759659043613
722,455.5329671,455.5329671
723,437.6925776,437.6925776
724,441.7925239,441.7925239
725,433.5324246,433.5324246
726,422.6825254,422.6825254
727,413.7657406,413.7657406
728,396.2766308,396.2766308
729,392.320937,461.2156220559159
730,417.9632252,466.1365649773313
731,392.3307723,392.3307723
732,376.6069909,376.6069909
733,379.5442433,379.5442433
734,377.6422737,377.6422737
735,361.8572448,361.8572448
736,350.7343924,350.7343924
737,349.5266676,349.5266676
738,362.147033,464.5551899775427
739,351.0733523,351.0733523
740,331.8800232,331.8800232
741,331.1271385,331.1271385
742,326.5649922,326.5649922
743,321.2071525,321.2071525
744,319.9679496,319.9679496
745,315.7049925,315.7049925
746,299.9208386,299.9208386
747,292.1207628,292.1207628
748,288.4967189,288.4967189
749,275.9498223,275.9498223
750,282.5087841,282.5087841
751,288.186463,288.186463
752,273.3407371,273.3407371
753,281.3923157,281.3923157
754,280.0034366,280.0034366
755,264.8045284,264.8045284
756,285.7286394,285.7286394
757,271.5469675,271.5469675
758,263.6624571,461.14920021931266
759,263.4568481,457.8602832649396
760,254.5567577,254.5567577
761,244.3496486,459.7045252731919
762,254.4993268,254.4993268
763,249.1045917,249.1045917
764,243.1231815,243.1231815
765,246.0876065,246.0876065
766,255.2922202,255.2922202
767,241.3010961,241.3010961
768,269.1965756,269.1965756
769,246.2887419,246.2887419
770,236.5883826,236.5883826
771,223.5687562,223.5687562
772,225.1823279,225.1823279
773,202.5344126,459.2223338207276
774,206.0234308,206.0234308
775,205.0183059,205.0183059
776,198.1405612,198.1405612
777,190.2714857,190.2714857
778,187.6282083,187.6282083
779,189.039619,189.039619
780,198.7407508,198.7407508
781,190.7998784,190.7998784
782,194.7151754,194.7151754
783,181.0807309,459.5112170078262
784,180.7861632,180.7861632
785,183.3807054,183.3807054
786,186.4539804,186.4539804
787,180.1656353,180.1656353
788,178.8395042,178.8395042
789,181.6954929,181.6954929
790,173.0748006,173.0748006
791,179.9383265,463.40172931417254
792,187.0391567,187.0391567
793,175.6506306,175.6506306
794,167.9521791,167.9521791
795,168.53328,168.53328
796,174.7258285,174.7258285
797,182.927092,182.927092
798,175.7638958,175.7638958
799,172.1969728,172.1969728
800,174.0572898,174.0572898
801,171.3987993,171.3987993
802,165.3882427,165.3882427
803,186.6032614,186.6032614
804,185.950682,185.950682
805,173.7563587,173.7563587
806,171.5502911,171.5502911
807,172.1589191,172.1589191
808,159.8031561,159.8031561
809,168.7709827,465.7114709788622
810,171.7797668,171.7797668
811,178.9172212,178.9172212
812,174.3588159,174.3588159
813,195.9928864,195.9928864
814,193.0844915,193.0844915
815,206.9654511,206.9654511
816,183.3945715,183.3945715
817,166.3889098,166.3889098
818,169.6455506,169.6455506
819,184.463245,184.463245
820,209.4750724,209.4750724
821,283.1104654,283.1104654
822,202.8143915,202.8143915
823,188.2994214,188.2994214
824,207.6686912,457.14207557244794
825,181.7705936,181.7705936
826,190.0498226,190.0498226
827,208.6116395,208.6116395
828,206.1716951,206.1716951
829,204.6955547,204.6955547
830,219.1281599,219.1281599
831,224.3720562,224.3720562
832,233.6653695,233.6653695
833,250.0090705,473.4108209068582
834,254.2387778,254.2387778
835,268.7138799,458.2471875852577
836,278.062835,278.062835
837,276.7491217,276.7491217
838,301.1382778,467.25315979464915
839,309.2072749,309.2072749
840,328.1806532,328.18065319999994
841,335.4781485,335.4781485
842,356.7150928,356.7150928
843,378.3305862,378.3305862
844,398.2997216,460.3302949504454
845,406.1930791,406.1930791
846,437.5236609,437.5236609
847,469.1812193,469.1812193
848,505.5981734,505.5981734
849,516.644771,516.644771
850,535.2611257,535.2611257
851,582.0527548,460.2597577227528
852,610.7946368,610.7946368
853,631.6816988,631.6816988
854,638.6974905,638.6974905
855,656.2525498,656.2525498
856,701.9416059,701.9416059
857,702.4473886,702.4473886
858,693.8508765,693.8508765
859,740.9257871,740.9257871
860,747.9335395,747.9335395
861,752.4945931,752.4945931
862,759.9041753,759.9041753
863,793.9754502,793.9754502
864,791.720385,791.720385
865,787.9530036,787.9530036
866,814.3501091,814.3501091
867,794.5413393,794.5413393
868,796.4483831,796.4483831
869,853.6838902,460.01637406930666
870,860.2580146,860.2580146
871,873.6108961,873.6108961
872,845.6251812,463.9228011397958
873,855.4143145,855.4143145
874,846.9898871,846.9898871
875,841.6109715,841.6109715
876,848.9741755,848.9741755
877,836.2258191,836.2258191
878,845.9334992,845.9334992
879,851.3191458,851.3191458
880,861.7735665,456.921916538646
881,857.4935274,857.4935274
882,842.9854507,842.9854507
883,857.602191,857.602191
884,903.1998198,903.1998198
885,883.2203496,883.2203496
886,915.3678383,915.3678383
887,933.9607018,933.9607018
888,878.6867893,878.6867893
889,872.3915304,464.32754841448735
890,890.4639068,890.4639068
891,923.4145833,923.4145833
892,940.1268384,940.1268384
893,907.4229081,907.4229081
894,850.8276272,850.8276272
895,850.2928849,850.2928849
896,857.5703999,857.5703999
897,859.6790314,859.6790314
898,849.8029267,849.8029267
899,842.7785501,842.7785501
900,851.394009,851.394009
901,859.8901563,859.8901563
902,830.8646468,830.8646468
903,849.3187401,849.3187401
904,858.1574948,858.1574948
905,877.034264,458.95586944243064
906,843.2092234,843.2092234
907,865.8643208,865.8643208
908,854.3954571,854.3954571
909,869.1685309,869.1685309
910,861.5486114,861.5486114
911,846.1789843,846.1789843
912,860.8835863,860.8835863
913,840.1342283,840.1342283
914,859.9593893,859.9593893
915,899.6996876,899.6996876
916,869.8041148,869.8041148
917,905.3903694,905.3903694
918,890.173171,890.173171
919,914.4186025,914.4186025
920,876.7529398,876.7529398
921,886.8720514,886.8720514
922,847.3946515,847.3946515
923,860.9864806,860.9864806
924,867.5725322,867.5725322
925,878.1985694,878.1985694
926,857.1297712,857.1297712
927,832.2665713,832.2665713
928,798.0299522,798.0299522
929,779.2532642,779.2532642
930,789.070089,789.070089
931,791.0041169,466.1155275585458
932,792.4687676,792.4687676
933,806.200115,806.200115
934,817.1587156,817.1587156
935,828.2235831,828.2235831
936,794.2924763,794.2924763
937,779.3052508,779.3052508
938,772.8394836,772.8394836
939,771.6226697,459.46669595876847
940,745.3119369,745.3119369
941,763.1773698,763.1773698
942,732.5680908,458.20623512707465
943,767.8774048,767.8774048
944,753.3102947,753.3102947
945,736.4864287,736.4864287
946,735.7198201,735.7198201
947,703.2663922,703.2663922
948,711.5881385,711.5881385
949,718.6128489,718.6128489
950,712.7357563,712.7357563
951,701.0365791,701.0365791
952,692.3141515,692.3141515
953,671.7105715,671.7105715
954,671.7107731,671.7107731
955,690.3022251,690.3022251
956,673.7040733,673.7040733
957,698.6022538,698.6022538
958,676.2012857,676.2012857
959,656.5832956,656.5832956
960,587.5185944,457.14006104534127
961,561.5950067,463.05108648177475
962,560.7979743,560.7979743
963,561.1721028,561.1721028
964,559.1294372,559.1294372
965,537.634257,537.634257
966,516.2397861,516.2397861
967,515.4143602,515.4143602
968,499.3121744,499.3121744
969,492.9271544,492.9271544
970,472.720229,472.720229
971,468.6410941,468.6410941
972,458.352895,462.4908464934058
973,448.6667329,448.6667329
974,449.5491061,449.5491061
975,446.6460094,446.6460094
976,433.9699222,465.64444478412696
977,432.2681274,432.2681274
978,433.6911757,433.6911757
979,435.5289319,435.5289319
980,417.8897083,417.8897083
981,445.9700167,445.9700167
982,425.8602002,459.89964661295363
983,393.5064647,393.5064647
984,421.9616472,421.9616472
985,405.4088216,405.4088216
986,437.9332436,437.9332436
987,426.3941046,426.3941046
988,403.855051,403.855051
989,396.4471774,396.4471774
990,400.4788612,400.4788612
991,398.706298,458.58867870879936
992,414.1456441,467.23842496781174
993,407.9253825,407.9253825
