,0,1,2,3,4,5,6,7,8,9
0,11557810.88,352.8968374,71865.17121,353.2403274,125.35469641708548,524.0790918,352.8968374,351.0,0.0,0.0
1,11557810.88,352.8968374,1043219.7015733083,353.2403274,81.80039475,524.0790918,352.8968374,323.62284324877436,0.0,0.0
2,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
3,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,215014.15176317334
4,11557810.88,352.8968374,71865.17121,353.2403274,128.18816071469067,524.0790918,352.8968374,351.0,0.0,0.0
5,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
6,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
7,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
8,11557810.88,352.8968374,71865.17121,353.2403274,140.6448118583951,524.0790918,352.8968374,357.92154545265225,0.0,0.0
9,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
10,11557810.88,362.53640317053595,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
11,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
12,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
13,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,133064.18526918237,0.0
14,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
15,11557810.88,352.8968374,71865.17121,367.2798395076208,144.22840824745924,524.0790918,352.8968374,351.0,0.0,0.0
16,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,142165.85126706047,0.0
17,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
18,11557810.88,352.8968374,978182.1824610756,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
19,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
20,11557810.88,352.8968374,71865.17121,358.7470136390448,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
21,11557810.88,361.99745471211656,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
22,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
23,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,342.01732854767005,338.52991097510636,0.0,0.0
24,11557810.88,352.8968374,71865.17121,353.2403274,224.45602515136886,524.0790918,352.8968374,351.0,0.0,256377.37708166527
25,11557810.88,364.1473350805336,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
26,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
27,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
28,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,469.3016936688678,352.8968374,296.4749335293094,0.0,0.0
29,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,133512.86780089684,0.0
30,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
31,11557810.88,355.6592596829303,71865.17121,353.2403274,186.9514641347401,524.0790918,352.8968374,352.19588154835515,463049.7926846335,0.0
32,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
33,80964437.28386462,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,345.14778275814274,351.0,0.0,0.0
34,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
35,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
36,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,352.66589159086766,0.0,0.0
37,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
38,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,365.552963606869,351.0,0.0,0.0
39,11557810.88,352.8968374,71865.17121,353.2403274,143.09773391359872,524.0790918,352.8968374,358.44722831958563,0.0,0.0
40,11557810.88,352.8968374,71865.17121,353.2403274,125.80552096897134,524.0790918,352.8968374,351.0,0.0,0.0
41,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
42,11557810.88,352.8968374,1074350.740760622,353.2403274,81.80039475,524.0790918,341.9347133223812,351.0,0.0,0.0
43,81209539.46209718,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
44,11557810.88,322.71207389845665,71865.17121,318.50984921807054,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
45,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,226348.03550318134
46,91964873.30900024,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,6636278.629303052
47,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
48,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
49,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
50,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
51,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
52,11557810.88,352.8968374,71865.17121,359.1165538254723,81.80039475,524.0790918,352.8968374,351.0,0.0,228272.8976570095
53,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,364.6958360597585,351.0,0.0,0.0
54,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
55,81171228.18535273,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
56,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
57,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
58,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
59,81022646.9977847,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
60,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,142615.27687777413,0.0
61,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,221163.93316537386
62,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,141741.79323018173,0.0
63,81974236.54560237,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
64,81108933.07801397,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
65,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,352.796839121227,0.0,0.0
66,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
67,11557810.88,352.8968374,71865.17121,299.70185665820543,81.80039475,467.1387224799984,352.8968374,351.0,0.0,0.0
68,11557810.88,352.8968374,71865.17121,359.12214241680283,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
69,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
70,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,352.78815859877915,0.0,0.0
71,11557810.88,363.55720157299055,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
72,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,136914.4433876555,0.0
73,11557810.88,363.1712234137295,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
74,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
75,77666746.28470126,352.8968374,71865.17121,353.2403274,928.2966507623131,524.0790918,352.8968374,351.0,0.0,0.0
76,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
77,73402845.45742644,352.8968374,3414502.5298001203,353.2403274,81.80039475,402.27721102241594,352.8968374,314.81139502630083,0.0,0.0
78,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
79,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,472.0730913023878,352.8968374,351.0,0.0,293294.1075414452
80,11557810.88,352.8968374,1045925.4097194038,353.2403274,81.80039475,524.0790918,352.8968374,321.37010626154796,0.0,0.0
81,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
82,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
83,11557810.88,362.3632231164761,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
84,11557810.88,352.8968374,984065.5650944043,353.2403274,81.80039475,524.0790918,352.8968374,351.0,54395.95493953896,0.0
85,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
86,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,364.14560219694073,351.0,0.0,0.0
87,11557810.88,375.70345921822224,71865.17121,353.2403274,272.21238696574426,524.0790918,352.8968374,351.0,0.0,256558.3423711388
88,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
89,11557810.88,352.8968374,71865.17121,360.9331276035715,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
90,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,350.9150584955484,0.0,240145.77968046337
91,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
92,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
93,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
94,11557810.88,352.8968374,71865.17121,341.551069743548,81.80039475,524.0790918,345.74601749648235,351.0,0.0,0.0
95,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
96,11557810.88,352.8968374,980134.0680569933,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
97,11557810.88,352.8968374,1031217.8239226892,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
98,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
99,11557810.88,352.8968374,71865.17121,353.2403274,81.80039475,524.0790918,352.8968374,351.0,0.0,0.0
